Sample Names	MutationType	CN1	CN2	CN3	CN4	CN5	CN6	CN7	CN8	CN9	CN10	CN11	CN12	CN13	CN14	CN15	CN16	CN17	CN18	CN19	CN20	CN21	CN22	CN23	CN24	CN25
TCGA-CS-4938	2:LOH:1Mb-10Mb	0.7178872535742422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2821127464257578	0.0	0.0
TCGA-CS-4938	2:LOH:10Mb-40Mb	0.4614257038361384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5385742961638615	0.0	0.0
TCGA-CS-4938	2:LOH:>40Mb	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CS-4938	3-4:LOH:0-100kb	0.6608034905516267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33919650944837326	0.0	0.0
TCGA-CS-4938	3-4:LOH:100kb-1Mb	0.6818816846519918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31811831534800805	0.0	0.0
TCGA-CS-4938	3-4:LOH:1Mb-10Mb	0.820377132120708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1796228678792921	0.0	0.0
TCGA-CS-4938	3-4:LOH:10Mb-40Mb	0.12289802917220904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8771019708277908	0.0	0.0
TCGA-CS-4938	3-4:LOH:>40Mb	0.9440333733599818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05596662664001822	0.0	0.0
TCGA-CS-4938	5-8:LOH:0-100kb	0.9996118471827766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038815281722336207	0.0	0.0
TCGA-CS-4938	5-8:LOH:100kb-1Mb	0.9927036845073182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007296315492681903	0.0	0.0
TCGA-CS-4938	5-8:LOH:1Mb-10Mb	0.9330565092182017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06694349078179841	0.0	0.0
TCGA-CS-4938	5-8:LOH:10Mb-40Mb	0.9986336622474715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013663377525284955	0.0	0.0
TCGA-CS-4938	5-8:LOH:>40Mb	0.949021265477808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050978734522192024	0.0	0.0
TCGA-CS-4938	9+:LOH:0-100kb	0.9989830103467228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001016989653277259	0.0	0.0
TCGA-CS-4938	9+:LOH:100kb-1Mb	0.9280117306686894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07198826933131076	0.0	0.0
TCGA-CS-4938	9+:LOH:1Mb-10Mb	0.9993210258635543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006789741364457237	0.0	0.0
TCGA-CS-4938	9+:LOH:10Mb-40Mb	0.9794761004590872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020523899540912775	0.0	0.0
TCGA-CS-4938	9+:LOH:>40Mb	0.9497088406564319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05029115934356802	0.0	0.0
TCGA-CS-4938	2:het:0-100kb	0.059461662492000654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9405383375079993	0.0	0.0
TCGA-CS-4938	2:het:100kb-1Mb	0.10415082900097154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8958491709990284	0.0	0.0
TCGA-CS-4938	2:het:1Mb-10Mb	0.12032078691617273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8796792130838273	0.0	0.0
TCGA-CS-4938	2:het:10Mb-40Mb	0.3013152743308232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6986847256691768	0.0	0.0
TCGA-CS-4938	2:het:>40Mb	0.9721693407260151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027830659273984957	0.0	0.0
TCGA-CS-4938	3-4:het:0-100kb	0.575815178845935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4241848211540649	0.0	0.0
TCGA-CS-4938	3-4:het:100kb-1Mb	0.7019782083649911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29802179163500886	0.0	0.0
TCGA-CS-4938	3-4:het:1Mb-10Mb	0.21908377678229246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7809162232177076	0.0	0.0
TCGA-CS-4938	3-4:het:10Mb-40Mb	0.8004053139943693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1995946860056307	0.0	0.0
TCGA-CS-4938	3-4:het:>40Mb	0.9999619258560438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.807414395619126e-05	0.0	0.0
TCGA-CS-4938	5-8:het:0-100kb	0.9556542456679414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04434575433205852	0.0	0.0
TCGA-CS-4938	5-8:het:100kb-1Mb	0.11498659829856661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8850134017014334	0.0	0.0
TCGA-CS-4938	5-8:het:1Mb-10Mb	0.0847303678435517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9152696321564483	0.0	0.0
TCGA-CS-4938	5-8:het:10Mb-40Mb	0.010910207269297022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9890897927307029	0.0	0.0
TCGA-CS-4938	5-8:het:>40Mb	0.9996664660586791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000333533941320847	0.0	0.0
TCGA-CS-4938	9+:het:0-100kb	0.8845473103919056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11545268960809436	0.0	0.0
TCGA-CS-4938	9+:het:100kb-1Mb	0.9995408632881776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045913671182235943	0.0	0.0
TCGA-CS-4938	9+:het:1Mb-10Mb	0.9992712014285549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007287985714452064	0.0	0.0
TCGA-CS-4938	9+:het:10Mb-40Mb	0.9273025416780541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0726974583219459	0.0	0.0
TCGA-CS-4938	9+:het:>40Mb	0.98857191957381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011428080426190068	0.0	0.0
TCGA-CS-4942	0:homdel:0-100kb	0.005899544562387691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9941004554376123	0.0	0.0
TCGA-CS-4942	0:homdel:100kb-1Mb	0.11290622766574777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8870937723342522	0.0	0.0
TCGA-CS-4942	0:homdel:>1Mb	0.3559439758146007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6440560241853994	0.0	0.0
TCGA-CS-4942	1:LOH:0-100kb	0.017289582821490165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9827104171785098	0.0	0.0
TCGA-CS-4942	1:LOH:100kb-1Mb	0.1140381217420731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8859618782579269	0.0	0.0
TCGA-CS-4942	1:LOH:1Mb-10Mb	0.3073550782672378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6926449217327623	0.0	0.0
TCGA-CS-4942	1:LOH:10Mb-40Mb	0.6461343174493964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3538656825506036	0.0	0.0
TCGA-CS-4942	1:LOH:>40Mb	0.9633203588527938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036679641147206184	0.0	0.0
TCGA-CS-4942	2:LOH:0-100kb	0.9999582796152883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.172038471171873e-05	0.0	0.0
TCGA-CS-4942	2:LOH:100kb-1Mb	0.9122546813043776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08774531869562241	0.0	0.0
TCGA-CS-4942	2:LOH:1Mb-10Mb	0.6667718114625626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3332281885374374	0.0	0.0
TCGA-CS-4942	2:LOH:10Mb-40Mb	0.4025166966150387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5974833033849614	0.0	0.0
TCGA-CS-4942	2:LOH:>40Mb	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CS-4942	3-4:LOH:0-100kb	0.6050355685554026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3949644314445973	0.0	0.0
TCGA-CS-4942	3-4:LOH:100kb-1Mb	0.6276263986201996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3723736013798003	0.0	0.0
TCGA-CS-4942	3-4:LOH:1Mb-10Mb	0.7821976264388282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2178023735611718	0.0	0.0
TCGA-CS-4942	3-4:LOH:10Mb-40Mb	0.09924393841719896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9007560615828011	0.0	0.0
TCGA-CS-4942	3-4:LOH:>40Mb	0.9298912868205012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07010871317949895	0.0	0.0
TCGA-CS-4942	5-8:LOH:0-100kb	0.9995064229344356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004935770655643528	0.0	0.0
TCGA-CS-4942	5-8:LOH:100kb-1Mb	0.9907393511168932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00926064888310685	0.0	0.0
TCGA-CS-4942	5-8:LOH:1Mb-10Mb	0.9163863726182196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08361362738178033	0.0	0.0
TCGA-CS-4942	5-8:LOH:10Mb-40Mb	0.9982630197336629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017369802663369741	0.0	0.0
TCGA-CS-4942	5-8:LOH:>40Mb	0.9360541845611959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06394581543880402	0.0	0.0
TCGA-CS-4942	9+:LOH:0-100kb	0.9987070117875805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012929882124194918	0.0	0.0
TCGA-CS-4942	9+:LOH:100kb-1Mb	0.910206248984201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08979375101579902	0.0	0.0
TCGA-CS-4942	9+:LOH:1Mb-10Mb	0.9991366813077439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008633186922560964	0.0	0.0
TCGA-CS-4942	9+:LOH:10Mb-40Mb	0.9740437158469946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025956284153005462	0.0	0.0
TCGA-CS-4942	9+:LOH:>40Mb	0.9369050254593757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06309497454062431	0.0	0.0
TCGA-CS-4942	2:het:0-100kb	0.0473578838626363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9526421161373637	0.0	0.0
TCGA-CS-4942	2:het:100kb-1Mb	0.08376042050352289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.916239579496477	0.0	0.0
TCGA-CS-4942	2:het:1Mb-10Mb	0.09710781727384982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9028921827261503	0.0	0.0
TCGA-CS-4942	2:het:10Mb-40Mb	0.2532359096413295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7467640903586704	0.0	0.0
TCGA-CS-4942	2:het:>40Mb	0.9648723209414982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035127679058501775	0.0	0.0
TCGA-CS-4942	3-4:het:0-100kb	0.5163022501401862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4836977498598139	0.0	0.0
TCGA-CS-4942	3-4:het:100kb-1Mb	0.6493880481538066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3506119518461933	0.0	0.0
TCGA-CS-4942	3-4:het:1Mb-10Mb	0.18073154890528184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8192684510947181	0.0	0.0
TCGA-CS-4942	3-4:het:10Mb-40Mb	0.7592266187300897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24077338126991032	0.0	0.0
TCGA-CS-4942	3-4:het:>40Mb	0.9999515801222365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84198777634725e-05	0.0	0.0
TCGA-CS-4942	5-8:het:0-100kb	0.9442752784075884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05572472159241152	0.0	0.0
TCGA-CS-4942	5-8:het:100kb-1Mb	0.09269429123275125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9073057087672488	0.0	0.0
TCGA-CS-4942	5-8:het:1Mb-10Mb	0.06785407138730756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9321459286126924	0.0	0.0
TCGA-CS-4942	5-8:het:10Mb-40Mb	0.00859901276979548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9914009872302045	0.0	0.0
TCGA-CS-4942	5-8:het:>40Mb	0.9995758702761621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042412972383781014	0.0	0.0
TCGA-CS-4942	9+:het:0-100kb	0.8576405421031152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14235945789688478	0.0	0.0
TCGA-CS-4942	9+:het:100kb-1Mb	0.9994161707190564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005838292809435665	0.0	0.0
TCGA-CS-4942	9+:het:1Mb-10Mb	0.9990733418567304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009266581432697099	0.0	0.0
TCGA-CS-4942	9+:het:10Mb-40Mb	0.9093387866394002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09066121336059986	0.0	0.0
TCGA-CS-4942	9+:het:>40Mb	0.9855114564799012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014488543520098767	0.0	0.0
TCGA-CS-4943	0:homdel:0-100kb	0.0	0.30133914804210093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14110167220459147	0.0	0.5575591797533077	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CS-4943	0:homdel:100kb-1Mb	0.0	0.5520422418352279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08418020194120115	0.0	0.363777556223571	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CS-4943	0:homdel:>1Mb	0.0	0.49013632142159463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14232287846477157	0.0	0.36754080011363377	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CS-4943	1:LOH:0-100kb	0.0	0.23854075176104944	0.0	0.0	0.0	0.0	0.009352467511526298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13679653316750234	0.0	0.6153102475599218	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-CS-4943	1:LOH:100kb-1Mb	0.0	0.10494572091709692	0.0	0.0	0.0	0.0	0.08365235617475918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06453106294061992	0.0	0.7468708599675239	0.0	0.0	0.0	0.0	0.0	0.0
